correct_schema_str,question_id
"CREATE TABLE connected
(
	`atom_id` TEXT NOT NULL, -- `atom id` description: id of the first atom
	`atom_id2` TEXT NOT NULL, --
	`bond_id` TEXT DEFAULT NULL, -- `bond id` description: bond id representing bond between two atoms
	PRIMARY KEY (`atom_id`,`atom_id2`),
	FOREIGN KEY (`bond_id`) REFERENCES `bond` (`bond_id`) ON DELETE CASCADE ON UPDATE CASCADE,
);

CREATE TABLE bond
(
	`bond_id` TEXT NOT NULL, -- description: unique id representing bonds value description: TRxxx_A1_A2: TRXXX refers to which molecule A1 and A2 refers to which atom
	`bond_type` TEXT DEFAULT NULL, -- description: type of the bond value description: -: single bond '=': double bond '#': triple bond
	PRIMARY KEY (`bond_id`),
);",210
"CREATE TABLE atom
(
	`atom_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- `molecule id` description: identifying the molecule to which the atom belongs value description: TRXXX_i represents ith atom of molecule TRXXX
	PRIMARY KEY (`atom_id`),
	FOREIGN KEY (`molecule_id`) REFERENCES `molecule` (`molecule_id`),
);

CREATE TABLE molecule
(
	`molecule_id` TEXT NOT NULL, -- `molecule id` description: unique id of molecule value description: ""+"" --> this molecule / compound is carcinogenic '-' this molecule is not / compound carcinogenic
	`label` TEXT DEFAULT NULL, -- examples: `-`| description: whether this molecule is carcinogenic or not
	PRIMARY KEY (`molecule_id`),
);

CREATE TABLE connected
(
	`atom_id` TEXT NOT NULL, --
	`atom_id2` TEXT NOT NULL, --
	PRIMARY KEY (`atom_id`,`atom_id2`),
	FOREIGN KEY (`atom_id`) REFERENCES `atom` (`atom_id`) ON DELETE CASCADE ON UPDATE CASCADE,
	FOREIGN KEY (`atom_id2`) REFERENCES `atom` (`atom_id`) ON DELETE CASCADE ON UPDATE CASCADE,
);",211
"CREATE TABLE atom
(
	`atom_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- `molecule id` description: identifying the molecule to which the atom belongs value description: TRXXX_i represents ith atom of molecule TRXXX
	`element` TEXT DEFAULT NULL, -- examples: `o`, `f`, `c`, `na`, `i`, `p`| description: the element of the toxicology value description:  cl: chlorine  c: carbon  h: hydrogen  o: oxygen  s: sulfur  n: nitrogen  p: phosphorus  na: sodium  br: bromine  f: fluorine  i: iodine  sn: Tin  pb: lead  te: tellurium  ca: Calcium
	PRIMARY KEY (`atom_id`),
	FOREIGN KEY (`molecule_id`) REFERENCES `molecule` (`molecule_id`),
);

CREATE TABLE molecule
(
	`molecule_id` TEXT NOT NULL, -- `molecule id` description: unique id of molecule value description: ""+"" --> this molecule / compound is carcinogenic '-' this molecule is not / compound carcinogenic
	`label` TEXT DEFAULT NULL, -- examples: `-`| description: whether this molecule is carcinogenic or not
	PRIMARY KEY (`molecule_id`),
);",212
"CREATE TABLE bond
(
	`bond_id` TEXT NOT NULL, -- description: unique id representing bonds value description: TRxxx_A1_A2: TRXXX refers to which molecule A1 and A2 refers to which atom
	`bond_type` TEXT DEFAULT NULL, -- description: type of the bond value description: -: single bond '=': double bond '#': triple bond
	PRIMARY KEY (`bond_id`),
);

CREATE TABLE connected
(
	`atom_id` TEXT NOT NULL, --
	`atom_id2` TEXT NOT NULL, -- `atom id 2` description: id of the second atom
	`bond_id` TEXT DEFAULT NULL, -- `bond id` description: bond id representing bond between two atoms
	PRIMARY KEY (`atom_id`,`atom_id2`),
	FOREIGN KEY (`bond_id`) REFERENCES `bond` (`bond_id`) ON DELETE CASCADE ON UPDATE CASCADE,
);",213
"CREATE TABLE molecule
(
	`molecule_id` TEXT NOT NULL, -- `molecule id` description: unique id of molecule value description: ""+"" --> this molecule / compound is carcinogenic '-' this molecule is not / compound carcinogenic
	`label` TEXT DEFAULT NULL, -- examples: `+`, `-`| description: whether this molecule is carcinogenic or not
	PRIMARY KEY (`molecule_id`),
);

CREATE TABLE atom
(
	`atom_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- `molecule id` description: identifying the molecule to which the atom belongs value description: TRXXX_i represents ith atom of molecule TRXXX
	`element` TEXT DEFAULT NULL, -- description: the element of the toxicology value description:  cl: chlorine  c: carbon  h: hydrogen  o: oxygen  s: sulfur  n: nitrogen  p: phosphorus  na: sodium  br: bromine  f: fluorine  i: iodine  sn: Tin  pb: lead  te: tellurium  ca: Calcium
	PRIMARY KEY (`atom_id`),
	FOREIGN KEY (`molecule_id`) REFERENCES `molecule` (`molecule_id`),
);",214
"CREATE TABLE atom
(
	`atom_id` TEXT NOT NULL, --
	`element` TEXT DEFAULT NULL, -- examples: `i`| description: the element of the toxicology value description:  cl: chlorine  c: carbon  h: hydrogen  o: oxygen  s: sulfur  n: nitrogen  p: phosphorus  na: sodium  br: bromine  f: fluorine  i: iodine  sn: Tin  pb: lead  te: tellurium  ca: Calcium
	PRIMARY KEY (`atom_id`),
);

CREATE TABLE connected
(
	`atom_id` TEXT NOT NULL, -- `atom id` description: id of the first atom
	`atom_id2` TEXT NOT NULL, --
	`bond_id` TEXT DEFAULT NULL, -- `bond id` description: bond id representing bond between two atoms
	PRIMARY KEY (`atom_id`,`atom_id2`),
	FOREIGN KEY (`atom_id`) REFERENCES `atom` (`atom_id`) ON DELETE CASCADE ON UPDATE CASCADE,
	FOREIGN KEY (`atom_id2`) REFERENCES `atom` (`atom_id`) ON DELETE CASCADE ON UPDATE CASCADE,
	FOREIGN KEY (`bond_id`) REFERENCES `bond` (`bond_id`) ON DELETE CASCADE ON UPDATE CASCADE,
);

CREATE TABLE bond
(
	`bond_id` TEXT NOT NULL, -- description: unique id representing bonds value description: TRxxx_A1_A2: TRXXX refers to which molecule A1 and A2 refers to which atom
	`bond_type` TEXT DEFAULT NULL, -- description: type of the bond value description: -: single bond '=': double bond '#': triple bond
	PRIMARY KEY (`bond_id`),
);",215
"CREATE TABLE connected
(
	`atom_id` TEXT NOT NULL, -- `atom id` description: id of the first atom
	`atom_id2` TEXT NOT NULL, -- `atom id 2` description: id of the second atom
	`bond_id` TEXT DEFAULT NULL, -- `bond id` description: bond id representing bond between two atoms
	PRIMARY KEY (`atom_id`,`atom_id2`),
	FOREIGN KEY (`bond_id`) REFERENCES `bond` (`bond_id`) ON DELETE CASCADE ON UPDATE CASCADE,
);

CREATE TABLE bond
(
	`bond_id` TEXT NOT NULL, -- description: unique id representing bonds value description: TRxxx_A1_A2: TRXXX refers to which molecule A1 and A2 refers to which atom
	`bond_type` TEXT DEFAULT NULL, -- description: type of the bond value description: -: single bond '=': double bond '#': triple bond
	PRIMARY KEY (`bond_id`),
);",216
"CREATE TABLE connected
(
	`atom_id` TEXT NOT NULL, -- `atom id` description: id of the first atom
	`atom_id2` TEXT NOT NULL, -- `atom id 2` description: id of the second atom
	PRIMARY KEY (`atom_id`,`atom_id2`),
	FOREIGN KEY (`atom_id`) REFERENCES `atom` (`atom_id`) ON DELETE CASCADE ON UPDATE CASCADE,
	FOREIGN KEY (`atom_id2`) REFERENCES `atom` (`atom_id`) ON DELETE CASCADE ON UPDATE CASCADE,
);

CREATE TABLE atom
(
	`atom_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- `molecule id` description: identifying the molecule to which the atom belongs value description: TRXXX_i represents ith atom of molecule TRXXX
	PRIMARY KEY (`atom_id`),
);",217
"CREATE TABLE atom
(
	`atom_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- `molecule id` description: identifying the molecule to which the atom belongs value description: TRXXX_i represents ith atom of molecule TRXXX
	`element` TEXT DEFAULT NULL, -- examples: `f`| description: the element of the toxicology value description:  cl: chlorine  c: carbon  h: hydrogen  o: oxygen  s: sulfur  n: nitrogen  p: phosphorus  na: sodium  br: bromine  f: fluorine  i: iodine  sn: Tin  pb: lead  te: tellurium  ca: Calcium
	PRIMARY KEY (`atom_id`),
	FOREIGN KEY (`molecule_id`) REFERENCES `molecule` (`molecule_id`),
);

CREATE TABLE molecule
(
	`molecule_id` TEXT NOT NULL, -- `molecule id` description: unique id of molecule value description: ""+"" --> this molecule / compound is carcinogenic '-' this molecule is not / compound carcinogenic
	`label` TEXT DEFAULT NULL, -- examples: `+`| description: whether this molecule is carcinogenic or not
	PRIMARY KEY (`molecule_id`),
);",218
"CREATE TABLE atom
(
	`atom_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, --
	PRIMARY KEY (`atom_id`),
	FOREIGN KEY (`molecule_id`) REFERENCES `molecule` (`molecule_id`),
);

CREATE TABLE molecule
(
	`molecule_id` TEXT NOT NULL, -- `molecule id` description: unique id of molecule value description: ""+"" --> this molecule / compound is carcinogenic '-' this molecule is not / compound carcinogenic
	`label` TEXT DEFAULT NULL, -- examples: `+`| description: whether this molecule is carcinogenic or not
	PRIMARY KEY (`molecule_id`),
);

CREATE TABLE bond
(
	`bond_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- description: identifying the molecule in which the bond appears
	`bond_type` TEXT DEFAULT NULL, -- description: type of the bond value description: -: single bond '=': double bond '#': triple bond
	PRIMARY KEY (`bond_id`),
	FOREIGN KEY (`molecule_id`) REFERENCES `molecule` (`molecule_id`),
);",219
"CREATE TABLE atom
(
	`atom_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- `molecule id` description: identifying the molecule to which the atom belongs value description: TRXXX_i represents ith atom of molecule TRXXX
	`element` TEXT DEFAULT NULL, -- examples: `o`, `f`, `c`, `na`, `i`, `p`| description: the element of the toxicology value description:  cl: chlorine  c: carbon  h: hydrogen  o: oxygen  s: sulfur  n: nitrogen  p: phosphorus  na: sodium  br: bromine  f: fluorine  i: iodine  sn: Tin  pb: lead  te: tellurium  ca: Calcium
	PRIMARY KEY (`atom_id`),
);",220
"CREATE TABLE bond
(
	`bond_id` TEXT NOT NULL, -- description: unique id representing bonds value description: TRxxx_A1_A2: TRXXX refers to which molecule A1 and A2 refers to which atom
	`molecule_id` TEXT DEFAULT NULL, -- description: identifying the molecule in which the bond appears
	PRIMARY KEY (`bond_id`),
);",221
"CREATE TABLE molecule
(
	`molecule_id` TEXT NOT NULL, -- `molecule id` description: unique id of molecule value description: ""+"" --> this molecule / compound is carcinogenic '-' this molecule is not / compound carcinogenic
	`label` TEXT DEFAULT NULL, -- examples: `+`, `-`| description: whether this molecule is carcinogenic or not
	PRIMARY KEY (`molecule_id`),
);",222
"CREATE TABLE connected
(
	`atom_id` TEXT NOT NULL, -- `atom id` description: id of the first atom
	`atom_id2` TEXT NOT NULL, --
	`bond_id` TEXT DEFAULT NULL, -- `bond id` description: bond id representing bond between two atoms
	PRIMARY KEY (`atom_id`,`atom_id2`),
);",223
"CREATE TABLE connected
(
	`atom_id` TEXT NOT NULL, --
	`atom_id2` TEXT NOT NULL, -- `atom id 2` description: id of the second atom
	`bond_id` TEXT DEFAULT NULL, -- `bond id` description: bond id representing bond between two atoms
	PRIMARY KEY (`atom_id`,`atom_id2`),
);",224
"CREATE TABLE bond
(
	`bond_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- description: identifying the molecule in which the bond appears
	`bond_type` TEXT DEFAULT NULL, -- description: type of the bond value description: -: single bond '=': double bond '#': triple bond
	PRIMARY KEY (`bond_id`),
);",225
"CREATE TABLE bond
(
	`bond_id` TEXT NOT NULL, -- description: unique id representing bonds value description: TRxxx_A1_A2: TRXXX refers to which molecule A1 and A2 refers to which atom
	`molecule_id` TEXT DEFAULT NULL, -- description: identifying the molecule in which the bond appears
	`bond_type` TEXT DEFAULT NULL, -- description: type of the bond value description: -: single bond '=': double bond '#': triple bond
	PRIMARY KEY (`bond_id`),
);",226
"CREATE TABLE molecule
(
	`molecule_id` TEXT NOT NULL, -- `molecule id` description: unique id of molecule value description: ""+"" --> this molecule / compound is carcinogenic '-' this molecule is not / compound carcinogenic
	`label` TEXT DEFAULT NULL, -- examples: `+`| description: whether this molecule is carcinogenic or not
	PRIMARY KEY (`molecule_id`),
);",227
"CREATE TABLE atom
(
	`atom_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- `molecule id` description: identifying the molecule to which the atom belongs value description: TRXXX_i represents ith atom of molecule TRXXX
	`element` TEXT DEFAULT NULL, -- examples: `i`
	PRIMARY KEY (`atom_id`),
);",228
"CREATE TABLE bond
(
	`bond_id` TEXT NOT NULL, --
	`molecule_id` TEXT DEFAULT NULL, -- description: identifying the molecule in which the bond appears
	`bond_type` TEXT DEFAULT NULL, -- description: type of the bond value description: -: single bond '=': double bond '#': triple bond
	PRIMARY KEY (`bond_id`),
);",229
